"dbhPiceaRu","BMPiceaRu"
36.7044252699707,463.102358874613
27.4607569416985,227.440437963928
35.8333953709807,426.933408483431
36.689609473804,489.578048616845
25.5902484555263,210.744001927097
30.08331802045,301.501360957564
22.7905318124685,169.38954126281
4.98798821307719,7.66820803268334
10.7777971408796,34.1944640258521
12.4863846886437,33.9940365312995
21.723169316072,151.800019341659
6.46476576058194,10.4334025806148
4.3630340481177,3.48054929886408
33.1637452351861,369.188927818672
29.7674419027753,310.610798133666
37.4533963967115,507.894817518199
25.9172370233573,241.174914334356
33.7658695941791,402.799389947234
14.6319503600243,54.5101910268272
24.862416829681,177.893099368284
13.4525519046001,61.7201445974504
29.1688114015851,272.632888755416
19.8520868418273,119.265691129561
15.3566268524155,72.4386470175157
32.3664129078388,405.742611927765
8.77854455448687,31.1579461699343
7.18254990596324,10.360900939761
23.3838140529115,172.997502517742
22.8703360708896,191.59120070251
32.0090949914884,323.372433209668
23.4670637717936,174.326556503216
9.87981426599436,33.6969243667772
8.47941074706614,15.1392781251377
29.6589169634972,296.486287751867
13.9042760683224,61.8196798951381
33.8447671134491,367.913744144824
12.3205603281967,60.9991399814972
6.12876088777557,11.8730196683275
31.400883837603,302.691044386914
16.0950664356351,91.9714617606197
35.0030097290874,428.155091840415
6.76287693274207,8.38344991281523
12.8632649914362,67.1127308367127
30.396278391825,267.780177027598
19.1892092647031,91.3454962229542
28.218115656171,285.227420172662
14.7404225259088,79.9463959939296
22.6212206594646,130.755802487457
20.6647381379735,148.035883012322
33.6558063952252,420.833689428836
18.3142229258083,103.276294064819
24.8082089710515,176.652457642158
7.06532029039226,19.5763341095759
18.2005451894365,90.333009502725
8.16077432665043,16.5713027836974
13.0467988511082,53.2446570026518
23.8848302613478,164.230347828692
5.34170731157064,6.06492798323209
26.5278734064195,192.150834825653
20.2395203157794,132.516428191585
27.0212813392282,260.846856456051
24.333015152486,230.805510592031
8.17940910416655,16.9470869543012
13.9381901286542,49.9334641625425
29.0252304724418,256.803226776255
27.7054871008731,215.291622595147
24.0397665400524,209.994766951725
18.8230991591699,93.4655031337834
11.1684448779561,39.1375127540898
13.941604427062,62.1716712065573
18.2214964712039,113.2552560034
21.0132641585078,135.700071822098
29.046342307236,272.790465393665
33.5937226617243,369.946723363519
22.9118209944572,158.982000071811
16.1275194976479,83.652226745961
9.44620228791609,32.9415787511805
23.9178296779282,189.218260445464
10.9645266837906,32.6796364170657
12.485607087845,41.9990415532371
6.49716982222162,5.7672864031161
16.1488552852534,65.2778485254296
24.7547077755444,189.66089631145
37.8226348496974,502.235831319157
16.8116875127889,67.109281983854
15.8783540427685,68.865781766131
23.5053398024756,186.813835199378
16.5327626147773,107.838097084124
6.49356233375147,8.95602402491047
17.8340256582014,130.459855935594
16.088542035548,97.4552929699536
9.51935716392472,49.594646107895
14.0082139843144,60.7701545892493
35.7593559212983,404.339167529751
35.536517145345,404.315723862831
25.7088855300099,245.056505928012
30.6444175606593,353.926992018412
3.61466453480534,5.04116489506359
15.399462867761,57.1954016855011
26.556082790019,257.023778801185
33.4764808388427,432.375301508496
6.34165051812306,7.46071792584005
37.0801383648068,440.455024093729
20.488244791748,91.1216713068245
18.2868263144046,108.069308350838
16.7277045240626,74.3040907848523
18.0509072991554,83.9597741578033
30.8744876931887,311.679483313055
18.4728115699254,99.380989542194
37.814019210171,500.833385213513
27.4395234738477,231.662542491855
21.401575043099,158.815343922122
