"dbhBalFir","BMBalFir"
102.379848685049,5820.61630155932
46.9826272453454,1133.20009646554
36.893572142061,563.693192655377
15.7182330777509,102.296002710959
27.4442613688799,113.778446783564
65.955266882745,1598.2218271218
23.1385719696861,135.295102330008
80.9868836018636,3182.19258064331
88.4592834853301,4353.55199136809
81.4507944133082,3069.65274396682
55.3235246092483,1196.90796114382
45.4207184137536,867.071690382046
62.9914391508254,1521.03836498498
43.6239845317276,746.398494272556
15.4616528231199,40.4748870663119
75.4653126396023,2646.31460050433
64.000991699373,2110.36065485675
25.2581277175035,91.0401904255525
22.820305934047,200.409376207204
86.457555455267,3673.84349166023
87.6297421814015,4312.85694476886
126.386889414443,9929.29512928179
64.6330849849802,1691.1946432684
60.823877755887,1702.43626624986
79.5567414554667,3094.34146462805
116.621138568032,7719.55055335886
7.36616551481606,16.0137984761471
68.4706100432714,2351.73092868421
90.6128286537664,4121.96211580251
116.363610883844,7737.23235774471
101.128096227733,5677.26167448901
115.803364472758,7208.97667881954
21.1584427420254,235.976471807203
56.7333571835086,1605.30761791733
13.5446144810552,59.4115814340117
97.1784757486949,5525.57094635584
36.2277942766317,392.606170537482
99.9466679821393,5218.14747686156
33.3451225796141,437.430997735519
106.689425211103,5708.96191237213
121.906873290885,8528.14345198815
99.9843401227473,5483.83048525336
28.9185773184349,367.395850651183
108.163181367812,6713.80154463043
115.626369699317,6965.59274574437
120.930298317552,8691.26256195191
88.5914787628145,3819.03554889448
123.787373548053,8700.23176377326
91.4141565010082,4260.76937720575
44.1912874321674,693.458734939335
22.1095684606046,169.723794458097
36.3210848075415,474.236503998257
55.6990259671708,1557.20776560199
37.4044274087436,466.080756875142
39.5750271368621,618.181738237564
72.4847835648997,2211.0274283469
120.95932089666,8581.6749405417
35.2757399366684,383.263567680479
95.8798835511376,5039.87316209542
125.997662628902,9767.13318231442
101.357959916428,5266.72432071807
115.649835334086,8144.66884093417
94.5056207976719,5046.05873699646
102.213764535034,6024.68963166465
126.77256645006,9100.16212385746
72.7676530774987,2312.09638468807
65.54545879122,1884.16611132111
51.7732234835874,1227.46347326908
109.853382253201,6984.14484102797
113.572902985289,7433.06495573699
71.4387495557551,2237.30457099421
64.6392487283248,2182.01100968661
56.2522633802513,1302.7980558008
104.768821022288,6528.13508410014
56.4307985972058,1520.69060092659
86.653028358665,3839.97408432205
31.0146637212212,367.614660459597
86.385754331125,3989.53081172879
73.9933544185574,2927.21807450154
13.5949724625369,46.7144110725855
58.4319740266223,1762.54660163103
50.1133873786912,866.949882070027
120.111083156694,8073.43235883036
104.263512168509,6241.19818259697
105.506036349147,6429.41135597632
39.9683698011574,483.713608619635
55.6210912098836,1394.0819764786
98.2449825529436,5215.02599394904
83.7789796519661,3269.59310115752
59.4637166505604,1519.93528073809
20.988444751267,140.284424922592
23.2248252189809,207.187953834809
25.085589282124,313.816415765897
32.2901668755558,203.17123665009
91.9045639169604,4840.79592848833
50.1660399571559,1221.54368761161
33.914373452987,366.426417368803
21.6496382746109,198.360904435006
14.9386042955947,163.563426649825
33.1978611001505,472.479048728696
71.2466052706924,2291.81518513424
